anuncio/propriedade,tipo,CÓDIGO,FREGUESIA,CONCELHO,DISTRITO,area(m²),valor renda(€/mes),N_EDIFICIOS_1OU2_PISOS,N_EDIFICIOS_3OU4_PISOS,N_EDIFICIOS_5OU_MAIS_PISOS,N_EDIFICIOS_EXCLUS_RESIDENCIAL,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_VAGOS_TOTAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_VEND_ARRE,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OUTR_MOTIVOS,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_INDIVIDUOS,N_INDIVIDUOS_0A14,N_INDIVIDUOS_15A24,N_INDIVIDUOS_25A64,N_INDIVIDUOS_65_OU_MAIS,N_INDIVIDUO_ENSINCOMP_NENHUM,N_INDIVIDUO_ENSINCOMP_1BAS,N_INDIVIDUO_ENSINCOMP_2BAS,N_INDIVIDUO_ENSINCOMP_3BAS,N_INDIVIDUO_ENSINCOMP_SEC_E_POSSEC,N_INDIVIDUO_ENSINCOMP_SUP,N_INDIVIDUOS_COM_ATIVIDADE_ECONOMICA,N_INDIVIDUOS_SEM_ATIVIDADE_ECONOMICA,N_INDIVIDUOS_EMPREGADOS,N_INDIVIDUOS_DESEMPREGADOS_1EMP,N_INDIVIDUOS_DESEMPREGADOS_NOVOEMP,N_INDIVIDUOS_REFORMADOS,N_INDIVIDUOS_NAC_ESTRANGEIRA,RENDA BRUTA ANUAL 
Apartamento T3 remodelado em Carnide/Lisboa,Apartamento,110611,CARNIDE,LISBOA,LISBOA,78.0,1600,862,102,419,1326,9022,831,297,534,4300,2601,18028,2462,2008,9289,4269,2246,2774,1386,2422,3093,6107,8322,9706,7604,84,634,4044,859,13415.0
Moradia T4 com vista mar para arrendamento na Praia Grande,Moradia,111105,COLARES,SINTRA,LISBOA,220.0,6500,4736,322,17,5047,6096,777,335,442,1800,1005,7746,1050,770,3967,1959,942,1327,712,1228,1856,1681,3510,4236,3251,20,239,1767,646,9057.0
"Moradia Arrendar T5 Olhos Água, Albufeira",Moradia,80106,ALBUFEIRA,ALBUFEIRA,FARO,350.0,8000,8601,2448,549,11121,32939,4286,2985,1301,6970,3471,28641,3855,3152,16691,4943,4540,4048,2833,5340,7907,3973,14154,14487,11001,162,2991,4821,6579,8151.0
Moradia bi-familiar T4 sem móveis para arrendar em Leceia...,Moradia,111002,BARCARENA,OEIRAS,LISBOA,145.0,2200,1117,1148,219,2461,6643,510,196,314,4417,1028,14451,2301,1564,7798,2788,1758,2071,1234,2140,3450,3798,7194,7257,6693,51,450,2716,617,12916.0
Apartamento T2 para arrendar com garagem e arrecadação no Estoril,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,91.0,1950,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Apartamento T2 na costa da Guia com excelentes áreas e ga...,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,88.0,2000,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
"Apartamento T3 duplex sem móveis para arrendar, no Centro...",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,184.0,4000,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
"Apartamento T3 duplex sem móveis,inserido em condomínio f...",Apartamento,111012,ALGES,OEIRAS,LISBOA,185.0,3450,961,1235,1238,3259,25478,2609,796,1813,14027,5644,47936,6497,4851,24276,12312,5041,5501,3088,6464,10410,17432,22730,25206,21139,104,1487,11294,3603,12916.0
"Vista total de mar -T4 em condomínio fechado , piscina, terraço e gina",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,210.0,8000,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Apartamento T3 para arrendamento,Apartamento,110660,ESTRELA,LISBOA,LISBOA,176.32,8000,813,1232,736,2489,12677,2564,915,1649,3688,4558,20267,3013,2107,10956,4191,2478,2179,1179,2068,3746,8617,9945,10322,9254,63,628,3698,2909,13415.0
"Apartamento T4 sem móveis para arrendar, novo a estrear, ...",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,235.0,7500,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
"Apartamento: T3+1 para arrendamento, sem móveis nas Avenidas Novas",Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,185.0,3950,122,460,1177,1416,14812,2258,1034,1224,5008,4488,23261,3047,2480,12276,5458,2595,1875,1130,2172,3925,11564,11421,11840,10761,62,598,4727,2318,13415.0
Moradia isolada T6 no Estoril,Moradia,110508,CASCAIS,CASCAIS,LISBOA,196.0,8000,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Apartamento T2+2 em Ponte de Lima,Apartamento,160752,ARCA,PONTE DE LIMA,VIANA DO CASTELO,58.0,650,542,380,52,950,2226,222,90,132,845,561,3925,484,449,2097,895,537,624,345,634,934,851,1907,2018,1787,14,106,876,128,7103.0
"Moradia T7+1 com vista mar, jardim e piscina, em Oeiras",Moradia,111014,OEIRAS,OEIRAS,LISBOA,409.0,7900,2161,2668,1342,5931,31345,3283,1031,2252,16841,6884,58094,7426,5869,29906,14893,6069,6144,3699,8237,13548,20397,27182,30912,25148,167,1867,13562,4759,12916.0
Moradia Cond.Fechado Ericeira V4 Equipada C\Box e Arrecadação,Moradia,110906,ERICEIRA,MAFRA,LISBOA,140.0,2490,2626,1440,274,4257,9476,556,299,257,3194,1375,12359,1954,1279,6729,2397,1563,1737,1161,1853,3040,3005,5974,6385,5485,38,451,2298,1356,9599.0
Apartamento T2 na Av EUA em Lisboa,Apartamento,110654,ALVALADE,LISBOA,LISBOA,89.5,1450,504,1140,845,2194,18924,2447,888,1559,7633,5791,33309,4639,3329,17104,8237,3861,3172,1864,3486,5899,15027,15920,17389,14959,87,874,7310,1793,13415.0
T3 EM CONDOMÍNIO DE LUXO EM BENFICA,Apartamento,110608,BENFICA,LISBOA,LISBOA,153.0,5500,1050,350,1093,2274,20892,2434,998,1436,9441,5877,35362,4101,3193,17593,10475,3736,5285,2489,4844,7051,11957,15811,19551,14590,136,1085,9824,2116,13415.0
T4 Duplex Porto,Apartamento,131210,PARANHOS,PORTO,PORTO,139.0,2600,3938,2527,813,7034,27478,2979,1551,1428,9534,9904,45883,4827,4785,24582,11689,4615,7727,3716,6189,9380,14256,21489,24394,18944,243,2302,11265,3109,11352.0
"Casa de Campo T3 em Setúbal de 108,00 m2",Moradia,150804,QUINTA DO ANJO,PALMELA,SETUBAL,108.0,1500,5519,343,2,5856,7767,915,425,490,4144,940,14262,2245,1560,7710,2747,1948,2332,1245,2237,3619,2881,6917,7345,6402,50,465,2630,711,9076.0
"Apartamento T4 em Porto de 138,00 m2",Apartamento,131217,CEDOFEITA,PORTO,PORTO,138.0,1350,3140,3539,1341,7162,27098,6863,3481,3382,7135,9538,37430,3309,3272,20621,10228,3548,5911,2641,4749,7622,12959,18084,19346,15946,186,1952,9670,4447,11352.0
"Estoril- Quinta da Graciosa - Excelente T2 Condomínio, se...",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,125.0,1850,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
"Moradia T4 mobilada, nova a estrear em Porto Salvo, com p...",Moradia,111009,PORTO SALVO,OEIRAS,LISBOA,200.0,7600,1828,796,183,2786,6811,716,251,465,3661,1752,15098,2343,1697,7812,3246,2068,2442,1395,2446,3521,3226,7105,7993,6471,74,560,3099,978,12916.0
À Graça | T3. 120m2. Garagem e arrecadação. Pronto habitar,Apartamento,311003,SAO VICENTE,SAO VICENTE,LISBOA,110.0,1650,1815,121,3,1936,2014,279,114,165,967,99,2788,324,302,1430,732,488,827,320,371,469,313,1112,1676,995,22,95,650,96,5735.0
Apartamento T1 novo para arrendamento junto à Universidade de Aveiro,Apartamento,10517,GLORIA,AVEIRO,AVEIRO,70.3,1350,1539,1050,689,3114,13392,1613,936,677,5065,3829,21227,2547,2315,11865,4500,2124,2296,1361,2560,4487,8399,10878,10349,10185,68,625,4174,1990,10205.0
"Apartamento T2 semi-novo, mobilado e equipado, no último piso dos Terr",Apartamento,60318,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,92.0,1750,3229,2138,1157,6437,25647,4596,1311,3285,11877,5507,41150,5064,4032,21949,10105,4097,4158,2226,4269,7474,18926,20508,20642,19336,84,1088,9184,2067,11220.0
"REF0086 T3 de Luxo C/Mobília Damião de Góis /Centro do Porto, Paranhos",Apartamento,131217,CEDOFEITA,PORTO,PORTO,148.0,1800,3140,3539,1341,7162,27098,6863,3481,3382,7135,9538,37430,3309,3272,20621,10228,3548,5911,2641,4749,7622,12959,18084,19346,15946,186,1952,9670,4447,11352.0
Excelente T1 mobilado no 'Prata Riverside Village',Apartamento,110621,MARVILA,LISBOA,LISBOA,63.1,1750,605,152,733,1426,16810,1489,671,818,6351,7052,35479,4698,3751,18489,8541,5145,8873,4167,6132,6869,4293,15434,20045,13323,242,1869,8592,1924,13415.0
"Apartamento T2 Duplex para arrendar sem móveis, em Campo de Ourique",Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,50.0,1650,948,846,667,2225,13638,2256,978,1278,4145,5480,22140,3156,2055,11499,5430,2721,2737,1425,2705,4189,8363,10395,11745,9638,73,684,5021,2493,13415.0
"T4 Graça, Remodelado, Cozinha equipada, prédio com 2 elev...",Apartamento,311003,SAO VICENTE,SAO VICENTE,LISBOA,120.0,2550,1815,121,3,1936,2014,279,114,165,967,99,2788,324,302,1430,732,488,827,320,371,469,313,1112,1676,995,22,95,650,96,5735.0
Fabuloso apartamento T4 em Alvalade,Apartamento,110654,ALVALADE,LISBOA,LISBOA,171.0,2100,504,1140,845,2194,18924,2447,888,1559,7633,5791,33309,4639,3329,17104,8237,3861,3172,1864,3486,5899,15027,15920,17389,14959,87,874,7310,1793,13415.0
"Apartamento T2 MOBILADO na zona das Amoreiras, LISBOA",Apartamento,110610,CAMPOLIDE,LISBOA,LISBOA,94.0,2000,1467,482,306,2164,9123,1583,611,972,3000,3141,14787,1702,1413,8077,3595,1703,2436,1250,2053,2867,4478,7132,7655,6503,54,575,3360,1550,13415.0
"Apartamento T1 em Lisboa de 102,00 m2",Apartamento,110654,ALVALADE,LISBOA,LISBOA,102.0,1750,504,1140,845,2194,18924,2447,888,1559,7633,5791,33309,4639,3329,17104,8237,3861,3172,1864,3486,5899,15027,15920,17389,14959,87,874,7310,1793,13415.0
Moradia T4+1 para arrendamento no prestigiado Bairro do Rosário,Moradia,110508,CASCAIS,CASCAIS,LISBOA,299.0,7500,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Apartamento T2 com varanda e garagem - Coimbra,Apartamento,60336,SANTA CLARA,COIMBRA,COIMBRA,110.0,1300,2275,771,88,3104,6548,953,245,708,3361,1366,11858,1591,1018,6465,2784,1374,1782,873,1604,2408,3817,5782,6076,5437,24,321,2635,486,11220.0
"Moradia T3 com jardim e garagem, perto da praia de São Pe...",Moradia,110508,CASCAIS,CASCAIS,LISBOA,147.0,4500,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
"Apartamento T1 com estacionamento, terraço e WIFI em Altu...",Apartamento,80404,ALTURA,CASTRO MARIM,FARO,67.2,650,2123,159,13,2285,3768,467,362,105,621,175,2106,214,208,1058,626,250,433,221,396,487,319,891,1215,781,5,105,606,257,7672.0
Moradia de charme T4 em Cascais numa localização prime.,Moradia,110508,CASCAIS,CASCAIS,LISBOA,270.0,7500,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
"Apartamento T2 de Luxo para arrendamento, em Campolide (NOVO)",Apartamento,110610,CAMPOLIDE,LISBOA,LISBOA,90.0,7500,1467,482,306,2164,9123,1583,611,972,3000,3141,14787,1702,1413,8077,3595,1703,2436,1250,2053,2867,4478,7132,7655,6503,54,575,3360,1550,13415.0
Apartamento T3 no one Living em Cascais,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,187.0,7500,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Moradia T4 para arrendamento,Moradia,150314,CHARNECA DE CAPARICA,ALMADA,SETUBAL,180.0,7500,13992,3061,361,17353,25856,1492,665,827,14531,2854,48733,7599,5340,25763,10031,5902,7353,4083,7234,11892,12269,23244,25489,21506,159,1579,9750,2622,9927.0
Moradia T4 para arrendamento,Moradia,110508,CASCAIS,CASCAIS,LISBOA,260.0,7500,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
APARTAMENTO DE COM 368M2 COM 4 LUGARES DE GARAGEM PISO UNICO,Apartamento,110654,ALVALADE,LISBOA,LISBOA,284.0,7500,504,1140,845,2194,18924,2447,888,1559,7633,5791,33309,4639,3329,17104,8237,3861,3172,1864,3486,5899,15027,15920,17389,14959,87,874,7310,1793,13415.0
Apartamento T3 Amoreiras TORRE | Arrendar - Renovado c/ e...,Apartamento,110610,CAMPOLIDE,LISBOA,LISBOA,190.0,7500,1467,482,306,2164,9123,1583,611,972,3000,3141,14787,1702,1413,8077,3595,1703,2436,1250,2053,2867,4478,7132,7655,6503,54,575,3360,1550,13415.0
"Apartamento T3+1 para arrendamento, sem móveis nas Avenidas Novas",Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,225.0,4500,122,460,1177,1416,14812,2258,1034,1224,5008,4488,23261,3047,2480,12276,5458,2595,1875,1130,2172,3925,11564,11421,11840,10761,62,598,4727,2318,13415.0
Apartamento T3 para arrendamento em Fátima,Apartamento,142106,FATIMA,OUREM,SANTAREM,123.5,800,2686,809,307,3755,7219,1082,448,634,3177,1086,13212,1742,1454,6895,3121,1975,2349,1449,2067,2980,2392,6127,7085,5739,37,351,2870,1201,7624.0
"Apartamento T1 mobilado e equipado,com estacionamento privativo no cen",Apartamento,60318,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,55.0,650,3229,2138,1157,6437,25647,4596,1311,3285,11877,5507,41150,5064,4032,21949,10105,4097,4158,2226,4269,7474,18926,20508,20642,19336,84,1088,9184,2067,11220.0
T1 Novo Último Piso c/ Vistas Rio na Afurada (Marina),Apartamento,131730,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,91.0,1500,3993,971,602,5416,18398,2239,1111,1128,8291,5634,34032,4130,3151,19241,7510,3770,6363,3425,5134,7546,7794,16809,17223,14725,191,1893,7450,2110,8928.0
T2 Novo c/ Vistas Rio na Afurada (Marina),Apartamento,131730,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,122.0,1980,3993,971,602,5416,18398,2239,1111,1128,8291,5634,34032,4130,3151,19241,7510,3770,6363,3425,5134,7546,7794,16809,17223,14725,191,1893,7450,2110,8928.0
"Moradia T2, no Bom Sucesso Resort, Óbidos",Moradia,101207,VAU,OBIDOS,LEIRIA,100.0,2000,1349,23,0,1372,1479,169,119,50,321,29,936,100,76,487,273,127,278,101,132,177,121,380,556,356,0,24,264,71,8070.0
Apartamento T2 no condomínio Cascais Park,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,123.5,2800,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Encantador T1 Duplex na Torre de S. Rafael,Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,94.0,2500,135,81,561,663,11325,1151,495,656,5703,2847,22382,3961,2701,12321,3399,2946,2262,1666,2491,3652,9365,10966,11416,10201,85,680,3112,2137,13415.0
Apartamento T3 com piscina privativa e 2 estacionamentos ...,Apartamento,110655,AREEIRO,LISBOA,LISBOA,166.0,5950,190,418,769,1156,12546,1758,1028,730,4703,3788,21160,2779,2217,11102,5062,2315,1983,1157,2201,3915,9589,10401,10759,9641,66,694,4431,1663,13415.0
"Apartamento T2+1 para arrendamento, sem móveis em Santa Maria Maior",Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,143.28,3200,436,879,663,1257,7718,2415,1377,1038,1101,3134,10051,875,853,6296,2027,1349,1671,775,1389,2307,2560,5284,4767,4566,64,654,1926,3345,13415.0
Excelente apartamento mobilado T3 em Canidelo com vistas Foz do Douro,Apartamento,131704,CANIDELO,VILA NOVA DE GAIA,PORTO,126.8,1800,4323,859,307,5446,13763,1005,478,527,7724,2873,28054,3788,2834,15727,5705,3257,5621,2949,4267,6326,5634,13712,14342,12217,150,1345,5700,986,8928.0
Apartamento T3+1 a 200m do mar,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,184.64,4000,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Apartamento T3 em Matosinhos remodelado com suíte e garagem,Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,120.0,1700,4880,1405,945,7054,24642,2295,1094,1201,12648,6487,49034,6447,4787,26644,11156,5695,9246,4484,6502,9959,13148,23627,25407,21177,256,2194,10663,2162,9937.0
Luxuoso Apartamento T3 - Condomínio Fechado no Centro do ...,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,138.0,4950,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
"Apartamento, 195 m², Matosinhos e Leça da Palmeira",Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,195.0,3200,4880,1405,945,7054,24642,2295,1094,1201,12648,6487,49034,6447,4787,26644,11156,5695,9246,4484,6502,9959,13148,23627,25407,21177,256,2194,10663,2162,9937.0
Apartamento T1 em Condomínio Fechado na Boavista,Apartamento,131217,CEDOFEITA,PORTO,PORTO,74.0,1200,3140,3539,1341,7162,27098,6863,3481,3382,7135,9538,37430,3309,3272,20621,10228,3548,5911,2641,4749,7622,12959,18084,19346,15946,186,1952,9670,4447,11352.0
Apartamento T2 próximo da Estrada da Luz,Apartamento,110639,SAO DOMINGOS DE BENFICA,LISBOA,LISBOA,65.0,1300,329,419,978,1484,20331,2086,867,1219,9690,4824,34076,4057,3463,17560,8996,3278,2980,1730,3791,6199,16098,16610,17466,15646,65,899,7975,2149,13415.0
Apartamento T2 com 85m2 em prédio com elevador em Benfica,Apartamento,110608,BENFICA,LISBOA,LISBOA,85.0,1350,1050,350,1093,2274,20892,2434,998,1436,9441,5877,35362,4101,3193,17593,10475,3736,5285,2489,4844,7051,11957,15811,19551,14590,136,1085,9824,2116,13415.0
Apartamento T2 para arrendamento,Apartamento,150409,ALTO DO SEIXALINHO,BARREIRO,SETUBAL,55.0,900,1524,1887,654,3932,22423,2286,832,1454,12453,5207,41296,5013,4162,20660,11461,4641,8888,3884,7210,10487,6186,18476,22820,16492,186,1798,11114,3693,9402.0
"Apartamento T0 a estrear, nas Avenidas Novas, Lisboa",Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,35.0,1500,122,460,1177,1416,14812,2258,1034,1224,5008,4488,23261,3047,2480,12276,5458,2595,1875,1130,2172,3925,11564,11421,11840,10761,62,598,4727,2318,13415.0
T1 para arrendamento | Monte Abraão,Apartamento,111125,MASSAMA,SINTRA,LISBOA,43.0,980,100,250,1255,1508,22611,1501,552,949,14648,3735,47804,6455,5838,26420,9091,5200,5986,4087,8447,13997,10087,24070,23734,21774,196,2100,8843,5026,9057.0
Apartamento T2 para arrendamento,Apartamento,10702,ESPINHO,ESPINHO,AVEIRO,72.0,1200,1456,619,261,2290,6399,690,272,418,2418,1785,10432,1075,1040,5231,3086,1010,1817,856,1536,2391,2822,4622,5810,4151,38,433,2821,394,8872.0
T2 - Andar Moradia em Mafamude - perto da linha do metro,Moradia,131727,MAFAMUDE,VILA NOVA DE GAIA,PORTO,70.0,860,4498,2028,1036,7441,26319,2459,1186,1273,14300,6744,52844,5888,5499,29026,12431,5322,9138,5020,8156,12599,12609,25726,27118,22684,290,2752,12078,2965,8928.0
"Moradia renovada com alpendre e terreno, Vilarinho do Bairro, Anadia",Moradia,10313,VILARINHO DO BAIRRO,ANADIA,AVEIRO,110.0,800,1493,36,0,1526,1560,256,121,135,895,48,2491,230,199,1148,914,371,795,320,312,429,264,1044,1447,1002,6,36,780,44,8360.0
Ericeira - S. Lourenço - T2 duplex com piscina em cima da...,Apartamento,110906,ERICEIRA,MAFRA,LISBOA,80.0,1280,2626,1440,274,4257,9476,556,299,257,3194,1375,12359,1954,1279,6729,2397,1563,1737,1161,1853,3040,3005,5974,6385,5485,38,451,2298,1356,9599.0
T5 Frente ao mar - Póvoa de Varzim,Apartamento,131315,POVOA DE VARZIM,POVOA DE VARZIM,PORTO,240.0,1500,4671,2059,780,7455,21061,1415,695,720,8951,3677,35435,4611,3998,19454,7372,3984,7048,4397,5814,7803,6389,17050,18385,15370,184,1496,7343,1673,8177.0
Apartamento T3 com garagem e arrecadação perto da Estação...,Apartamento,110608,BENFICA,LISBOA,LISBOA,146.0,2200,1050,350,1093,2274,20892,2434,998,1436,9441,5877,35362,4101,3193,17593,10475,3736,5285,2489,4844,7051,11957,15811,19551,14590,136,1085,9824,2116,13415.0
"T2Quarteira c/ garagem, arrenda-se período fixo (agora-junho2024)",Moradia,80805,QUARTEIRA,LOULE,FARO,1111.0,950,6929,2108,622,9397,32446,3159,2735,424,5811,3335,24420,3315,2513,13644,4948,3643,3878,2305,4507,6435,3652,11864,12556,10095,101,1668,4577,5106,8677.0
Apartamento T3 para Arrendamento em Condomínio Privado no Monte do Est,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,172.0,7000,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Apartamento T3 novo de arquitectura contemporânea na Lapa...,Apartamento,110660,ESTRELA,LISBOA,LISBOA,180.0,7000,813,1232,736,2489,12677,2564,915,1649,3688,4558,20267,3013,2107,10956,4191,2478,2179,1179,2068,3746,8617,9945,10322,9254,63,628,3698,2909,13415.0
Moradia V5 Recuperada e Mobilada em Cascais,Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,242.6,4950,8754,1787,283,10732,20190,1973,918,1055,10350,4810,44165,6687,5235,23299,8944,5753,7355,4133,7305,10708,8911,20433,23732,18572,134,1727,8237,4474,11268.0
Apartamento T2 com varanda para arrendamento no Monte Estoril,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,55.0,1400,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Apartamento T1 para Arrendar em Marvila - Prata Riverside...,Apartamento,110621,MARVILA,LISBOA,LISBOA,40.3,1550,605,152,733,1426,16810,1489,671,818,6351,7052,35479,4698,3751,18489,8541,5145,8873,4167,6132,6869,4293,15434,20045,13323,242,1869,8592,1924,13415.0
"Apartamento T1 - Lisboa, Campolide.",Apartamento,110610,CAMPOLIDE,LISBOA,LISBOA,53.0,1500,1467,482,306,2164,9123,1583,611,972,3000,3141,14787,1702,1413,8077,3595,1703,2436,1250,2053,2867,4478,7132,7655,6503,54,575,3360,1550,13415.0
APARTAMENTO T2 MONTE DO ESTORIL COM VISTA PARA POENTE,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,143.0,2900,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Moradia Geminada T3 + 1 - Alcabideche,Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,200.0,6500,8754,1787,283,10732,20190,1973,918,1055,10350,4810,44165,6687,5235,23299,8944,5753,7355,4133,7305,10708,8911,20433,23732,18572,134,1727,8237,4474,11268.0
Apartamento T3 em Carnaxide,Apartamento,111013,CARNAXIDE,OEIRAS,LISBOA,141.0,2500,1818,1245,529,3509,16563,1176,527,649,10190,3511,36079,5750,3883,18437,8009,4529,4723,2808,5103,8039,10877,17045,19034,15814,96,1135,7583,1823,12916.0
Apartamento T1 com bonitas vistas de Rio,Apartamento,131217,CEDOFEITA,PORTO,PORTO,58.0,1100,3140,3539,1341,7162,27098,6863,3481,3382,7135,9538,37430,3309,3272,20621,10228,3548,5911,2641,4749,7622,12959,18084,19346,15946,186,1952,9670,4447,11352.0
Estúdio T0 Arrendar Mobilado e Equipado Praça da Republica - Porto,Apartamento,131217,CEDOFEITA,PORTO,PORTO,33.0,1000,3140,3539,1341,7162,27098,6863,3481,3382,7135,9538,37430,3309,3272,20621,10228,3548,5911,2641,4749,7622,12959,18084,19346,15946,186,1952,9670,4447,11352.0
Moradia T3 geminada para arrendamento em Benfica,Moradia,110608,BENFICA,LISBOA,LISBOA,108.0,3000,1050,350,1093,2274,20892,2434,998,1436,9441,5877,35362,4101,3193,17593,10475,3736,5285,2489,4844,7051,11957,15811,19551,14590,136,1085,9824,2116,13415.0
Apartamento T2 para arrendamento com móveis na Misericórdia,Apartamento,110661,MISERICORDIA,LISBOA,LISBOA,85.0,1600,282,1048,677,1286,8665,2869,1847,1022,1631,2926,9658,953,864,5608,2233,1069,1353,680,1216,2053,3287,4925,4733,4419,36,470,2046,1803,13415.0
Apartamento T3 - Cascais.,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,97.0,2200,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
"Apartamento T3 com vista mar, no centro de Cascais",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,150.0,3500,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
T2 para arrendar Mobilado e Equipado Matosinhos Sul,Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,93.0,2100,4880,1405,945,7054,24642,2295,1094,1201,12648,6487,49034,6447,4787,26644,11156,5695,9246,4484,6502,9959,13148,23627,25407,21177,256,2194,10663,2162,9937.0
